流水號,攝影機編號,WGSX,WGSY,攝影機路徑,攝影機數字編號
204,210-辛亥隧道往市區入口0K+7M,121.557335,25.010065,https://cctv.bote.gov.taipei:8502/jpg/210,210
205,211-辛亥隧道往市區入口0K+160M,121.555817,25.011669,https://cctv.bote.gov.taipei:8502/jpg/211,211
206,212-辛亥隧道往市區入口0K+355M,121.554642,25.012848,https://cctv.bote.gov.taipei:8502/jpg/212,212
207,215-經貿二路105巷口,121.6165,25.058111,https://cctv.bote.gov.taipei:8502/jpg/215,215
208,216-南港路經貿一路,121.618722,25.05475,https://cctv.bote.gov.taipei:8502/jpg/216,216
209,217-南港路興中路,121.607389,25.054444,https://cctv.bote.gov.taipei:8502/jpg/217,217
210,218-經貿一路環東大道槽化島,121.617083,25.062694,https://cctv.bote.gov.taipei:8502/jpg/218,218
211,219-環東大道經貿二路出口匝道綠帶,121.612889,25.062778,https://cctv.bote.gov.taipei:8502/jpg/219,219
212,220-忠孝東研究院路(車行往北),121.616226,25.053165,https://cctv.bote.gov.taipei:8502/jpg/220,220
213,221-龍門大樓頂樓,121.5108646,25.05041733,https://cctv.bote.gov.taipei:8502/jpg/221,221
214,222-向陽重陽,121.594667,25.054722,https://cctv.bote.gov.taipei:8502/jpg/222,222
215,223-新生高圓山橋,121.525806,25.073722,https://cctv.bote.gov.taipei:8502/jpg/223,223
216,224-新生高民族,121.527885,25.068029,https://cctv.bote.gov.taipei:8502/jpg/224,224
217,225-新生高民權,121.527528,25.062639,https://cctv.bote.gov.taipei:8502/jpg/225,225
218,226-新生高民生,121.526944,25.057806,https://cctv.bote.gov.taipei:8502/jpg/226,226
219,227-新生高南京,121.528056,25.052361,https://cctv.bote.gov.taipei:8502/jpg/227,227
220,228-新生高長安,121.529806,25.048222,https://cctv.bote.gov.taipei:8502/jpg/228,228
221,229-新生高忠孝,121.529972,25.043,https://cctv.bote.gov.taipei:8502/jpg/229,229
222,231-中山北路6段-福國路口,121.525246,25.102564,https://cctv.bote.gov.taipei:8502/jpg/231,231
223,232-中山北路-通河街口,121.524197,25.079989,https://cctv.bote.gov.taipei:8502/jpg/232,232
224,233-中山北路3段-民權東西路口,121.522486,25.063017,https://cctv.bote.gov.taipei:8502/jpg/233,233
225,234-至善路-福林路口,121.536636,25.099347,https://cctv.bote.gov.taipei:8502/jpg/234,234
226,235-福林路-雨農路-中正路口,121.532342,25.096714,https://cctv.bote.gov.taipei:8502/jpg/235,235
227,236-故宮路-至善路口,121.546461,25.098308,https://cctv.bote.gov.taipei:8502/jpg/236,236
228,237-北安路595巷口,121.548803,25.082,https://cctv.bote.gov.taipei:8502/jpg/237,237
229,238-濱江街-大直橋路口,121.544492,25.072428,https://cctv.bote.gov.taipei:8502/jpg/238,238
230,239- 濱江街150巷口,121.536664,25.072575,https://cctv.bote.gov.taipei:8502/jpg/239,239
231,240-濱江街大佳國小大門右側(號誌桿),121.535642,25.073139,https://cctv.bote.gov.taipei:8502/jpg/240,240
232,241-民族東路-建國北路口,121.533161,25.068272,https://cctv.bote.gov.taipei:8502/jpg/241,241
233,242-松江路-民權東路口,121.533247,25.062322,https://cctv.bote.gov.taipei:8502/jpg/242,242
234,243-復興北路427巷(往北),121.544333,25.063311,https://cctv.bote.gov.taipei:8502/jpg/243,243
235,244-民族西路-延平北路口,121.510728,25.068689,https://cctv.bote.gov.taipei:8502/jpg/244,244
236,245-復興北路427巷(往南),121.544194,25.063311,https://cctv.bote.gov.taipei:8502/jpg/245,245
237,246-承德-庫倫,121.518578,25.071995,https://cctv.bote.gov.taipei:8502/jpg/246,246
238,247-北安路-大直橋頭,121.54436,25.07981,https://cctv.bote.gov.taipei:8502/jpg/247,247
239,248-北安路-中山北路口,121.52714,25.076508,https://cctv.bote.gov.taipei:8502/jpg/248,248
240,249-中山北路-圓山隧道口,121.5250251,25.0767399,https://cctv.bote.gov.taipei:8502/jpg/249,249
241,250-劍潭路-中山北路口,121.525359,25.084214,https://cctv.bote.gov.taipei:8502/jpg/250,250
242,251-劍潭路-承德路口,121.523626,25.084248,https://cctv.bote.gov.taipei:8502/jpg/251,251
243,252-民族西路承德路口,121.518532,25.068525,https://cctv.bote.gov.taipei:8502/jpg/252,252
244,253-民族西路-中山北路口,121.522778,25.068515,https://cctv.bote.gov.taipei:8502/jpg/253,253
245,255-木柵秀明,121.571077,24.991698,https://cctv.bote.gov.taipei:8502/jpg/255,255
246,256-木柵焚化廠,121.5876847,25.00521658,https://cctv.bote.gov.taipei:8502/jpg/256,256
247,257-忠孝東路-松仁路口,121.5689083,25.04086944,https://cctv.bote.gov.taipei:8502/jpg/257,257
248,258-民生東路-松江路口,121.5329167,25.05791111,https://cctv.bote.gov.taipei:8502/jpg/258,258
249,259-重慶北路-民權西路口,121.5138,25.06315,https://cctv.bote.gov.taipei:8502/jpg/259,259
250,260-重慶南路-和平西路口,121.5159028,25.02747778,https://cctv.bote.gov.taipei:8502/jpg/260,260
251,261-市民高架-西寧北路,121.5081194,25.050425,https://cctv.bote.gov.taipei:8502/jpg/261,261
252,262-忠孝東路-復興南路口,121.543925,25.04149722,https://cctv.bote.gov.taipei:8502/jpg/262,262
253,263-中華路-愛國西路口,121.5070306,25.03729722,https://cctv.bote.gov.taipei:8502/jpg/263,263
254,264-基隆路-和平東路口,121.5525944,25.02440556,https://cctv.bote.gov.taipei:8502/jpg/264,264
255,266-基隆路-八德路口(高架第2層),121.5696,25.04958056,https://cctv.bote.gov.taipei:8502/jpg/266,266
256,267-市民高架道路(往東延吉街上方),121.5524583,25.04440833,https://cctv.bote.gov.taipei:8502/jpg/267,267
257,268-基隆路口-八德路口(高架上層),121.5693889,25.04925,https://cctv.bote.gov.taipei:8502/jpg/268,268
258,269-市民大道-松信路口,121.5722278,25.04945833,https://cctv.bote.gov.taipei:8502/jpg/269,269
259,270-市民大道-松山路口,121.5777056,25.04818333,https://cctv.bote.gov.taipei:8502/jpg/270,270
260,271-市民大道-東新街口,121.5837639,25.049775,https://cctv.bote.gov.taipei:8502/jpg/271,271
261,272-東新街-八德路口,121.5828005,25.05166953,https://cctv.bote.gov.taipei:8502/jpg/272,272
262,273-市民大道與向陽路口,121.5956639,25.05134722,https://cctv.bote.gov.taipei:8502/jpg/273,273
263,274-環河北路與民族西路口燈桿上,121.509109,25.068535,https://cctv.bote.gov.taipei:8502/jpg/274,274
264,275-市民大道-中南街口,121.6152472,25.05426944,https://cctv.bote.gov.taipei:8502/jpg/275,275
265,278-重慶北路與南京西路,121.514403,25.054061,https://cctv.bote.gov.taipei:8502/jpg/278,278
266,281-竹子湖派出所前,121.540069,25.167569,https://cctv.bote.gov.taipei:8502/jpg/281,281
267,282-仰德大道二段2巷口,121.5397027,25.1019327,https://cctv.bote.gov.taipei:8502/jpg/282,282
268,283-信義路四段-光復南路口,121.5574992,25.03309573,https://cctv.bote.gov.taipei:8502/jpg/283,283
269,284-信義路-莊敬路口,121.5613374,25.03296744,https://cctv.bote.gov.taipei:8502/jpg/284,284
270,285-昌吉街-重慶北路三段,121.513,25.066,https://cctv.bote.gov.taipei:8502/jpg/285,285
271,286-民生西路-延平北路口,121.511,25.057,https://cctv.bote.gov.taipei:8502/jpg/286,286
272,287-基隆路二段-嘉興街,121.5560042,25.02730626,https://cctv.bote.gov.taipei:8502/jpg/287,287
273,288-逸仙路-松高路口,121.5615771,25.03918714,https://cctv.bote.gov.taipei:8502/jpg/288,288
274,289-承德路-石牌路口,121.509,25.112,https://cctv.bote.gov.taipei:8502/jpg/289,289
275,290-和平羅斯,121.522,25.027,https://cctv.bote.gov.taipei:8502/jpg/290,290
276,291-衡陽路-中華路一段路口,121.508,25.042,https://cctv.bote.gov.taipei:8502/jpg/291,291
277,292-成都路-昆明路口,121.5048269,25.0430233,https://cctv.bote.gov.taipei:8502/jpg/292,292
278,293-艋舺雙園,121.493,25.03,https://cctv.bote.gov.taipei:8502/jpg/293,293
279,294-汀州路-思源街口,121.531,25.015,https://cctv.bote.gov.taipei:8502/jpg/294,294
280,295-萬大路-東園街口,121.498,25.021,https://cctv.bote.gov.taipei:8502/jpg/295,295
281,296-仁愛路-金山南路口,121.5283992,25.03829891,https://cctv.bote.gov.taipei:8502/jpg/296,296
282,297-士東路-忠誠路口,121.53,25.112,https://cctv.bote.gov.taipei:8502/jpg/297,297
283,298-承德路-立賢路口,121.504,25.116,https://cctv.bote.gov.taipei:8502/jpg/298,298
284,299-民生東路限高器,121.5278263,25.05800639,https://cctv.bote.gov.taipei:8502/jpg/299,299
285,300-基隆松壽限高器,121.5604189,25.0346963,https://cctv.bote.gov.taipei:8502/jpg/300,300
286,301-忠孝西路一段86號,121.5133086,25.04740352,https://cctv.bote.gov.taipei:8502/jpg/301,301
287,303-中華路1段2號西北角（國稅局1號）,121.5097318,25.04826003,https://cctv.bote.gov.taipei:8502/jpg/303,303
288,304-中華路1段2號東北角(國稅局2號),121.5097318,25.04826003,https://cctv.bote.gov.taipei:8502/jpg/304,304
289,305-敦化-南京,121.5494028,25.05175833,https://cctv.bote.gov.taipei:8502/jpg/305,305
290,306-敦化-八德,121.5489028,25.04800833,https://cctv.bote.gov.taipei:8502/jpg/306,306
291,307-福國-文林,121.5212278,25.10160833,https://cctv.bote.gov.taipei:8502/jpg/307,307
292,308-大度路與立德路口(東南角),121.4717451,25.12298936,https://cctv.bote.gov.taipei:8502/jpg/308,308
293,309-大度路與立德路口(西南角),121.4715334,25.12318622,https://cctv.bote.gov.taipei:8502/jpg/309,309
294,310-松江路與長春路口,121.5329635,25.0549123,https://cctv.bote.gov.taipei:8502/jpg/310,310
295,311-松江路與民生東路口,121.5329837,25.0581148,https://cctv.bote.gov.taipei:8502/jpg/311,311
296,312-松江路-南京東二段,121.5329494,25.05161857,https://cctv.bote.gov.taipei:8502/jpg/312,312
297,313-松江路與長安東路口,121.5329048,25.04837561,https://cctv.bote.gov.taipei:8502/jpg/313,313
298,314-松江路市民大道口,121.5330538,25.04570815,https://cctv.bote.gov.taipei:8502/jpg/314,314
299,315-復興北路與民生東路口,121.5440837,25.05788686,https://cctv.bote.gov.taipei:8502/jpg/315,315
300,316-復興北路與南京東路口,121.5439827,25.05190533,https://cctv.bote.gov.taipei:8502/jpg/316,316
301,317-復興南路與市民大道口,121.5437534,25.04438833,https://cctv.bote.gov.taipei:8502/jpg/317,317
302,318-木柵路1段與和興路口號誌桿,121.5459973,24.98670152,https://cctv.bote.gov.taipei:8502/jpg/318,318
303,319-復興南路-仁愛三段,121.5436311,25.03782272,https://cctv.bote.gov.taipei:8502/jpg/319,319
304,320-復興南路與信義路口,121.5434377,25.0331958,https://cctv.bote.gov.taipei:8502/jpg/320,320
305,321-復興南路與復興南路2段148巷口,121.5433892,25.02850844,https://cctv.bote.gov.taipei:8502/jpg/321,321
306,322-復興南路與和平東路口,121.5429469,25.02493891,https://cctv.bote.gov.taipei:8502/jpg/322,322
307,323-瑞光路與江南街口,121.5758187,25.07600866,https://cctv.bote.gov.taipei:8502/jpg/323,323
308,324-松江路367號(中山區公所),121.5334104,25.06442183,https://cctv.bote.gov.taipei:8502/jpg/324,324
309,325-水源快上層往南門架(溪州街與汀州路4段140巷口,121.5349488,25.00484617,https://cctv.bote.gov.taipei:8502/jpg/325,325
310,326-中山北路5段與文林路口,121.5255683,25.08602915,https://cctv.bote.gov.taipei:8502/jpg/326,326
311,327-雙溪街與至誠路口,121.5266917,25.10088611,https://cctv.bote.gov.taipei:8502/jpg/327,327
312,328-民生東路與中山北路口,121.5227248,25.05773305,https://cctv.bote.gov.taipei:8502/jpg/328,328
313,329-光復南路與市民大道口,121.557685,25.04492577,https://cctv.bote.gov.taipei:8502/jpg/329,329
314,330-信義路與安和路口,121.5524343,25.03317711,https://cctv.bote.gov.taipei:8502/jpg/330,330
315,331-興隆路與辛亥路口,121.5544587,25.00079635,https://cctv.bote.gov.taipei:8502/jpg/331,331
316,332-興隆路與興隆路3段112巷口,121.5579086,24.9990456,https://cctv.bote.gov.taipei:8502/jpg/332,332
317,333-康寧路3段與南湖大橋,121.6112466,25.0638845,https://cctv.bote.gov.taipei:8502/jpg/333,333
318,334-研究院路2段與大坑街口(南深橋),121.615846,25.04898,https://cctv.bote.gov.taipei:8502/jpg/334,334
319,335-康寧路3段與康寧路3段222巷口,121.6119127,25.06653314,https://cctv.bote.gov.taipei:8502/jpg/335,335
320,336-民生西路與重慶北路口,121.5138393,25.05700219,https://cctv.bote.gov.taipei:8502/jpg/336,336
321,337-中華路一段39號1(台糖騰雲大樓頂樓西南角),121.5095188,25.04552949,https://cctv.bote.gov.taipei:8502/jpg/337,337
322,338-中華路一段39號2(台糖騰雲大樓頂樓西北角),121.5095,25.04544444,https://cctv.bote.gov.taipei:8502/jpg/338,338
323,339-民權東路6段與民權東路6段206巷口,121.5967611,25.06701389,https://cctv.bote.gov.taipei:8502/jpg/339,339
324,341-南京東路4段北寧路口,121.5517954,25.05150119,https://cctv.bote.gov.taipei:8502/jpg/341,341
325,342-辛亥路3段基隆路3段路口,121.5466159,25.01873273,https://cctv.bote.gov.taipei:8502/jpg/342,342
326,343-市高(光復) 市高西行既設鋼構,121.5595583,25.04521969,https://cctv.bote.gov.taipei:8502/jpg/343,343
327,344-市高(建國) 市高西行既設鋼構,121.5395597,25.04459275,https://cctv.bote.gov.taipei:8502/jpg/344,344
328,345-忠孝東-敦化南路口,121.5488551,25.04145101,https://cctv.bote.gov.taipei:8502/jpg/345,345
329,346-中山北-濟南路口,121.5189188,25.04331665,https://cctv.bote.gov.taipei:8502/jpg/346,346
330,347-羅斯福-中山南-愛國路口,121.5167006,25.03486221,https://cctv.bote.gov.taipei:8502/jpg/347,347
331,348-八德-塔悠路口,121.5722722,25.0499889,https://cctv.bote.gov.taipei:8502/jpg/348,348
332,349-南京東-三民路口,121.5637797,25.0514517,https://cctv.bote.gov.taipei:8502/jpg/349,349
333,350-成功-內湖交流道路口,121.5911242,25.06129171,https://cctv.bote.gov.taipei:8502/jpg/350,350
334,351-南京-光復路口,121.557315,25.05155798,https://cctv.bote.gov.taipei:8502/jpg/351,351
335,352-忠孝-延吉路口,121.5544544,25.0414112,https://cctv.bote.gov.taipei:8502/jpg/352,352
336,353-八德-新生北路口,121.5298689,25.04363587,https://cctv.bote.gov.taipei:8502/jpg/353,353
337,354-信義-敦化路口,121.5487834,25.03319875,https://cctv.bote.gov.taipei:8502/jpg/354,354
338,355-和平-敦化路口,121.5487301,25.02447036,https://cctv.bote.gov.taipei:8502/jpg/355,355
339,356-艋舺-萬大路口,121.5005,25.03305,https://cctv.bote.gov.taipei:8502/jpg/356,356
340,357-民族-重慶路口,121.5136523,25.06860855,https://cctv.bote.gov.taipei:8502/jpg/357,357
341,358-木柵-辛亥路口,121.5523655,24.98769899,https://cctv.bote.gov.taipei:8502/jpg/358,358
342,359-木柵-興隆路口,121.5601661,24.98871072,https://cctv.bote.gov.taipei:8502/jpg/359,359
343,360-木新-樟新路口,121.5548942,24.98016743,https://cctv.bote.gov.taipei:8502/jpg/360,360
344,361-羅斯福路五段211巷路口,121.5389509,25.00226207,https://cctv.bote.gov.taipei:8502/jpg/361,361
345,362-木柵-信義快匝道路口,121.5768371,25.00032514,https://cctv.bote.gov.taipei:8502/jpg/362,362
346,363-忠孝東路7段325巷口,121.60569,25.05195,https://cctv.bote.gov.taipei:8502/jpg/363,363
347,364-市民大道8段與南港路2段41巷口,121.6032,25.05261,https://cctv.bote.gov.taipei:8502/jpg/364,364
348,365-南港路2段23巷口,121.60314,25.05366,https://cctv.bote.gov.taipei:8502/jpg/365,365
349,366-承德路6段-福國路口,121.51233,25.1013,https://cctv.bote.gov.taipei:8502/jpg/366,366
350,367-洲子街-瑞光路393巷,121.5733889,25.07910833,https://cctv.bote.gov.taipei:8502/jpg/367,367
351,368-南京東路六段-舊宗路一段,121.581675,25.05726111,https://cctv.bote.gov.taipei:8502/jpg/368,368
352,369-重慶南路-汀州路2段,121.5166389,25.02565,https://cctv.bote.gov.taipei:8502/jpg/369,369
353,370-和平西路3段-南寧路,121.5031556,25.03520833,https://cctv.bote.gov.taipei:8502/jpg/370,370
354,371-和平西路2段-泉州街,121.5143972,25.02766389,https://cctv.bote.gov.taipei:8502/jpg/371,371
355,372-民權東路與敦化北路,121.5512917,25.06165833,https://cctv.bote.gov.taipei:8502/jpg/372,372
356,373-格致路與凱旋路,121.5463722,25.13681389,https://cctv.bote.gov.taipei:8502/jpg/373,373
357,374-重慶南路與廈門街114巷,121.5169944,25.02303056,https://cctv.bote.gov.taipei:8502/jpg/374,374
358,375-重慶北路2段48號,121.5140028,25.05555,https://cctv.bote.gov.taipei:8502/jpg/375,375
359,376-辛亥路4段-101巷,121.558565,25.006698,https://cctv.bote.gov.taipei:8502/jpg/376,376
360,377-菸廠路 市民大道5段14巷,121.5604497,25.045062,https://cctv.bote.gov.taipei:8502/jpg/377,377
361,378-市民大道八段99號(東北角) (臺北流行音樂中心南館頂樓東北角),121.5977722,25.05168333,https://cctv.bote.gov.taipei:8502/jpg/378,378
362,379-市民大道八段99號(西南角) (臺北流行音樂中心南館頂樓西南角),121.5976056,25.05142222,https://cctv.bote.gov.taipei:8502/jpg/379,379
363,380-南港路2段59號(東北角),121.5989194,25.05346944,https://cctv.bote.gov.taipei:8502/jpg/380,380
364,381-羅斯福路2段9號(羅斯福金融廣場大樓),121.5212056,25.02894722,https://cctv.bote.gov.taipei:8502/jpg/381,381
365,382-忠孝東路-光復南路(巨蛋體育館),121.5583624,25.0420172,https://cctv.bote.gov.taipei:8502/jpg/382,382
366,383-忠孝逸仙,121.5616393,25.0411849,https://cctv.bote.gov.taipei:8502/jpg/383,383
367,384-忠孝東路-逸仙路(巨蛋辦公樓),121.5613746,25.04185723,https://cctv.bote.gov.taipei:8502/jpg/384,384
368,385-瑞湖街陽光街321巷,121.5764,25.07123,https://cctv.bote.gov.taipei:8502/jpg/385,385
369,386-中正路-基河路,121.5244972,25.09496667,https://cctv.bote.gov.taipei:8502/jpg/386,386
370,387-中正路-文林路,121.52449,25.09496,https://cctv.bote.gov.taipei:8502/jpg/387,387
371,388-八德路3段-光復北路,121.5578,25.04816,https://cctv.bote.gov.taipei:8502/jpg/388,388
372,389-中山北路6段-德行西路,121.52491,25.10647,https://cctv.bote.gov.taipei:8502/jpg/389,389
373,390-中正路-延平北路5段(西南角),121.50933,25.08666,https://cctv.bote.gov.taipei:8502/jpg/390,390
374,391-文山北向入口,121.5816271,25.00916456,https://cctv.bote.gov.taipei:8502/jpg/391,391
375,392-文山北向出口,121.5781427,25.0209973,https://cctv.bote.gov.taipei:8502/jpg/392,392
376,393-文山南向入口,121.5774561,25.02130841,https://cctv.bote.gov.taipei:8502/jpg/393,393
377,394-文山南向出口,121.5812802,25.00992394,https://cctv.bote.gov.taipei:8502/jpg/394,394
378,395-象山北向入口,121.5763657,25.02374133,https://cctv.bote.gov.taipei:8502/jpg/395,395
379,396-象山北向出口,121.5719446,25.03128632,https://cctv.bote.gov.taipei:8502/jpg/396,396
380,397-象山南向入口,121.571553,25.03133979,https://cctv.bote.gov.taipei:8502/jpg/397,397
381,398-象山南向出口,121.5760372,25.02371064,https://cctv.bote.gov.taipei:8502/jpg/398,398
382,399-木柵路4段-和平東路4段,121.57443,24.99803,https://cctv.bote.gov.taipei:8502/jpg/399,399
383,400-信義杭州,121.52414,25.03556,https://cctv.bote.gov.taipei:8502/jpg/400,400
384,401-民權東路6段180巷口,121.59282,25.0689,https://cctv.bote.gov.taipei:8502/jpg/401,401
385,402-文林北路(75巷)94巷口,121.51762,25.10536,https://cctv.bote.gov.taipei:8502/jpg/402,402
386,403-北士科1(福國路-洲美社區),121.50518,25.10119,https://cctv.bote.gov.taipei:8502/jpg/403,403
387,404-北士科2(福國路-承平路),121.50813,25.1013,https://cctv.bote.gov.taipei:8502/jpg/404,404
388,405-北士科3(福善路-承平路),121.50817,25.09937,https://cctv.bote.gov.taipei:8502/jpg/405,405
389,406-石牌路-立農街2段,121.51899,25.11876,https://cctv.bote.gov.taipei:8502/jpg/406,406
390,407-石牌路2段-東華街1段(捷運石牌站),121.51527,25.11528,https://cctv.bote.gov.taipei:8502/jpg/407,407
391,408-石牌路2段-天母西路,121.52192,25.11921,https://cctv.bote.gov.taipei:8502/jpg/408,408
392,409-石牌路2段130巷,121.51749,25.11807,https://cctv.bote.gov.taipei:8502/jpg/409,409
393,410-木新路1段-指南路1段,121.57064,24.98775,https://cctv.bote.gov.taipei:8502/jpg/410,410
394,411-中山北路5段-中正路,121.52791,25.09574,https://cctv.bote.gov.taipei:8502/jpg/411,411
395,412-中山北路6段-忠誠路1段,121.52489,25.10404,https://cctv.bote.gov.taipei:8502/jpg/412,412
396,413-湖山路-陽金公路,121.54607,25.15222,https://cctv.bote.gov.taipei:8502/jpg/413,413
397,414-重慶北路3段-啟聰學校前,121.51378,25.0746,https://cctv.bote.gov.taipei:8502/jpg/414,414
398,415-承德路1段-南京西路,121.51778,25.05323,https://cctv.bote.gov.taipei:8502/jpg/415,415
399,416-木柵路4段-萬芳路,121.57173,24.99488,https://cctv.bote.gov.taipei:8502/jpg/416,416
400,417-和平東路1段-師大路,121.52847,25.0266,https://cctv.bote.gov.taipei:8502/jpg/417,417
401,418-市民大道5段-東興路,121.56578,25.04828,https://cctv.bote.gov.taipei:8502/jpg/418,418
